I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-29,9,39,9,-34,24,-9,-48,-53,-63,-58,-43
-24,14,39,4,-31,26,-4,-48,-53,-63,-48,-39
-24,14,39,4,-31,26,-4,-48,-58,-68,-48,-34
-24,14,39,4,-31,26,0,-53,-58,-68,-48,-34
-24,14,39,4,-31,26,0,-53,-58,-68,-53,-29
-19,24,43,-2,-31,34,-9,-58,-63,-68,-63,-34
-4,24,29,-9,-17,26,-9,-58,-63,-73,-63,-39
0,24,24,-12,-12,24,-9,-58,-63,-73,-63,-43
-4,19,24,-7,-14,21,-9,-63,-63,-73,-63,-48
-14,19,34,-2,-24,26,-4,-58,-68,-73,-68,-39
-9,24,34,-7,-21,29,-4,-58,-68,-78,-68,-39
-4,24,29,-9,-17,26,-4,-58,-68,-78,-68,-39
-4,19,24,-7,-14,21,-9,-58,-68,-78,-73,-39
-4,19,24,-7,-14,21,-9,-58,-68,-78,-73,-48
-4,19,24,-7,-14,21,-9,-58,-68,-78,-73,-53
-4,19,24,-7,-14,21,-9,-63,-68,-82,-73,-53
-4,19,24,-7,-14,21,-9,-68,-73,-82,-73,-53
-14,19,34,-2,-24,26,-9,-68,-82,-82,-78,-53
-14,24,39,-4,-26,31,-9,-68,-82,-82,-78,-53
-14,24,39,-4,-26,31,-4,-63,-78,-82,-73,-48
-14,14,29,0,-21,21,-4,-63,-78,-82,-73,-48
-4,0,4,2,-4,2,-4,-68,-78,-82,-73,-53
-4,-4,0,4,-2,-2,-4,-68,-82,-92,-78,-58
-4,0,4,2,-4,2,-4,-68,-82,-92,-78,-58
-4,0,4,2,-4,2,-9,-68,-82,-92,-78,-58
4,4,0,-4,2,2,-9,-68,-82,-92,-78,-58
4,4,0,-4,2,2,-9,-68,-82,-92,-78,-58
0,9,9,-4,-4,9,-9,-68,-82,-97,-78,-58
0,14,14,-7,-7,14,-9,-68,-78,-97,-78,-58
-4,14,19,-4,-12,17,-19,-68,-87,-97,-78,-58
-4,14,19,-4,-12,17,-19,-73,-92,-97,-82,-58
-4,14,19,-4,-12,17,-19,-73,-92,-92,-82,-58
-4,9,14,-2,-9,12,-19,-68,-92,-92,-82,-63
-4,0,4,2,-4,2,-9,-78,-97,-102,-92,-73
-4,0,4,2,-4,2,-4,-78,-97,-102,-92,-73
-4,0,4,2,-4,2,-4,-78,-97,-102,-97,-73
-4,0,4,2,-4,2,-4,-78,-97,-102,-97,-73
4,9,4,-7,0,7,-4,-73,-97,-97,-92,-58
9,14,4,-12,2,9,-9,-73,-97,-97,-87,-53
9,14,4,-12,2,9,-9,-73,-97,-97,-82,-48
4,19,14,-12,-4,17,-9,-73,-97,-102,-78,-43
14,24,9,-19,2,17,-24,-82,-107,-102,-87,-53
14,24,9,-19,2,17,-24,-82,-107,-102,-87,-58
14,24,9,-19,2,17,-19,-87,-107,-102,-92,-58
14,24,9,-19,2,17,-19,-87,-107,-102,-92,-58
4,19,14,-12,-4,17,-19,-82,-97,-102,-87,-58
4,14,9,-9,-2,12,-19,-82,-97,-107,-87,-58
4,14,9,-9,-2,12,-19,-82,-102,-112,-87,-53
4,19,14,-12,-4,17,-24,-87,-107,-112,-92,-53
14,9,-4,-12,9,2,-24,-78,-97,-102,-82,-48
9,9,0,-9,4,4,-24,-73,-97,-102,-82,-48
9,9,0,-9,4,4,-24,-73,-97,-102,-82,-48
9,4,-4,-7,7,0,-24,-73,-97,-97,-82,-48
4,4,0,-4,2,2,-19,-68,-92,-97,-82,-48
4,0,-4,-2,4,-2,-19,-68,-92,-97,-78,-48
0,-4,-4,2,2,-4,-19,-73,-92,-97,-78,-48
-4,-4,0,4,-2,-2,-19,-78,-92,-102,-82,-48
-9,-4,4,7,-7,0,-14,-68,-92,-102,-82,-58
-9,-9,0,9,-4,-4,-9,-68,-97,-102,-92,-58
-9,-14,-4,12,-2,-9,-4,-68,-97,-102,-92,-58
-9,-19,-9,14,0,-14,0,-68,-97,-102,-92,-58
-14,-14,0,14,-7,-7,0,-68,-112,-102,-92,-58
-14,-14,0,14,-7,-7,0,-73,-112,-102,-92,-58
-14,-9,4,12,-9,-2,0,-73,-107,-102,-92,-58
-14,-4,9,9,-12,2,0,-73,-107,-102,-92,-58
-19,9,29,4,-24,19,0,-73,-102,-107,-97,-63
-24,14,39,4,-31,26,0,-73,-102,-107,-97,-63
-24,9,34,7,-29,21,0,-68,-102,-107,-97,-58
-29,14,43,7,-36,29,0,-58,-97,-107,-92,-58
-19,29,48,-4,-34,39,-4,-58,-107,-107,-92,-58
-24,29,53,-2,-39,41,-9,-63,-107,-107,-92,-58
-24,29,53,-2,-39,41,-14,-63,-107,-107,-92,-63
-24,39,63,-7,-43,51,-19,-63,-117,-112,-92,-63
-24,29,53,-2,-39,41,-9,-73,-107,-102,-92,-53
-24,24,48,0,-36,36,-9,-68,-102,-102,-92,-48
-24,24,48,0,-36,36,-9,-68,-102,-102,-92,-48
-24,19,43,2,-34,31,-9,-73,-102,-102,-92,-48
-14,9,24,2,-19,17,-9,-63,-97,-102,-82,-53
-9,9,19,0,-14,14,-9,-63,-97,-102,-82,-53
-9,4,14,2,-12,9,-9,-63,-97,-102,-82,-53
-14,4,19,4,-17,12,-9,-63,-97,-102,-82,-58
-4,4,9,0,-7,7,-19,-63,-97,-102,-92,-68
-4,4,9,0,-7,7,-19,-63,-97,-102,-92,-63
-4,4,9,0,-7,7,-19,-63,-97,-102,-92,-63
-4,4,9,0,-7,7,-19,-63,-97,-102,-92,-63
-9,9,19,0,-14,14,-19,-73,-107,-112,-92,-63
-4,9,14,-2,-9,12,-19,-73,-107,-112,-92,-63
0,4,4,-2,-2,4,-19,-78,-107,-112,-92,-68
0,4,4,-2,-2,4,-19,-78,-107,-112,-97,-68
0,0,0,0,0,0,-9,-78,-107,-112,-87,-58
0,0,0,0,0,0,-9,-78,-107,-112,-87,-58
-9,-4,4,7,-7,0,-9,-78,-107,-112,-92,-58
-9,-9,0,9,-4,-4,-9,-78,-107,-107,-92,-58
-9,0,9,4,-9,4,-9,-78,-117,-117,-97,-68
-4,0,4,2,-4,2,-9,-78,-117,-122,-102,-68
0,4,4,-2,-2,4,-9,-78,-117,-122,-107,-68
9,4,-4,-7,7,0,-9,-78,-117,-122,-112,-68
-4,24,29,-9,-17,26,-19,-78,-112,-117,-102,-73
34,19,-14,-26,24,2,-29,-73,-112,-112,-102,-63
29,19,-9,-24,19,4,-29,-68,-117,-117,-107,-58
14,19,4,-17,4,12,-29,-78,-107,-117,-107,-63
9,19,9,-14,0,14,-29,-78,-107,-117,-107,-68
4,19,14,-12,-4,17,-29,-78,-107,-117,-107,-73
0,19,19,-9,-9,19,-29,-78,-107,-117,-107,-78
0,9,9,-4,-4,9,-19,-68,-107,-107,-107,-68
0,9,9,-4,-4,9,-19,-68,-107,-107,-107,-68
0,9,9,-4,-4,9,-19,-68,-107,-107,-107,-68
0,9,9,-4,-4,9,-19,-68,-107,-107,-107,-68
0,4,4,-2,-2,4,-19,-68,-107,-107,-107,-68
0,0,0,0,0,0,-19,-68,-107,-107,-107,-68
0,-4,-4,2,2,-4,-19,-68,-107,-107,-107,-68
0,-9,-9,4,4,-9,-19,-68,-107,-107,-107,-68
-9,0,9,4,-9,4,-9,-68,-107,-117,-107,-68
-9,0,9,4,-9,4,-9,-68,-107,-117,-107,-68
-9,0,9,4,-9,4,-9,-68,-107,-117,-107,-68
-9,0,9,4,-9,4,-9,-68,-107,-117,-107,-68
-9,0,9,4,-9,4,-19,-78,-117,-107,-107,-68
-9,0,9,4,-9,4,-19,-78,-117,-107,-107,-68
-9,0,9,4,-9,4,-19,-78,-117,-107,-107,-68
-9,0,9,4,-9,4,-19,-78,-117,-107,-107,-68
0,0,0,0,0,0,-19,-78,-107,-117,-97,-58
0,0,0,0,0,0,-19,-78,-107,-117,-97,-58
0,0,0,0,0,0,-19,-78,-107,-117,-97,-58
0,0,0,0,0,0,-19,-78,-107,-117,-97,-58
0,4,4,-2,-2,4,-19,-68,-107,-107,-107,-68
0,9,9,-4,-4,9,-19,-68,-107,-107,-107,-68
0,14,14,-7,-7,14,-19,-68,-107,-107,-107,-68
0,19,19,-9,-9,19,-19,-68,-107,-107,-107,-68
0,9,9,-4,-4,9,-24,-78,-117,-117,-107,-68
0,9,9,-4,-4,9,-29,-78,-117,-117,-107,-68
0,9,9,-4,-4,9,-34,-78,-117,-117,-107,-68
0,9,9,-4,-4,9,-39,-78,-117,-117,-107,-68
-9,19,29,-4,-19,24,-29,-68,-107,-107,-107,-68
-9,19,29,-4,-19,24,-29,-68,-107,-107,-107,-68
-9,19,29,-4,-19,24,-29,-68,-107,-107,-107,-68
-9,19,29,-4,-19,24,-29,-68,-107,-107,-107,-68
-4,19,24,-7,-14,21,-29,-78,-117,-107,-107,-68
0,19,19,-9,-9,19,-29,-78,-117,-107,-107,-68
4,19,14,-12,-4,17,-29,-78,-117,-107,-107,-68
9,19,9,-14,0,14,-29,-78,-117,-107,-107,-68
0,9,9,-4,-4,9,-19,-68,-107,-107,-97,-58
0,9,9,-4,-4,9,-19,-68,-107,-107,-97,-58
0,9,9,-4,-4,9,-19,-68,-107,-107,-97,-58
0,9,9,-4,-4,9,-19,-68,-107,-107,-97,-58
0,0,0,0,0,0,-19,-68,-107,-107,-107,-58
0,0,0,0,0,0,-19,-68,-107,-107,-107,-58
0,0,0,0,0,0,-19,-68,-107,-107,-107,-58
0,0,0,0,0,0,-19,-68,-107,-107,-107,-58
0,0,0,0,0,0,-29,-68,-107,-107,-107,-68
0,0,0,0,0,0,-29,-68,-107,-107,-107,-68
0,0,0,0,0,0,-29,-68,-107,-107,-107,-68
0,0,0,0,0,0,-29,-68,-107,-107,-107,-68
0,0,0,0,0,0,-34,-68,-107,-107,-107,-68
0,0,0,0,0,0,-39,-68,-107,-107,-107,-68
0,0,0,0,0,0,-43,-68,-107,-107,-107,-68
0,0,0,0,0,0,-48,-68,-107,-107,-107,-68
0,4,4,-2,-2,4,-43,-68,-97,-107,-97,-68
0,9,9,-4,-4,9,-39,-68,-97,-107,-97,-68
0,14,14,-7,-7,14,-34,-68,-97,-107,-97,-68
0,19,19,-9,-9,19,-29,-68,-97,-107,-97,-68
0,19,19,-9,-9,19,-29,-78,-107,-107,-107,-68
0,19,19,-9,-9,19,-29,-78,-107,-107,-107,-68
0,19,19,-9,-9,19,-29,-78,-107,-107,-107,-68
0,19,19,-9,-9,19,-29,-78,-107,-107,-107,-68
-4,19,24,-7,-14,21,-29,-68,-107,-107,-107,-68
-9,19,29,-4,-19,24,-29,-68,-107,-107,-107,-68
-14,19,34,-2,-24,26,-29,-68,-107,-107,-107,-68
-19,19,39,0,-29,29,-29,-68,-107,-107,-107,-68
-14,9,24,2,-19,17,-29,-58,-97,-107,-97,-68
-9,9,19,0,-14,14,-29,-58,-97,-107,-97,-68
-4,9,14,-2,-9,12,-29,-58,-97,-107,-97,-68
0,9,9,-4,-4,9,-29,-58,-97,-107,-97,-68
0,19,19,-9,-9,19,-29,-58,-97,-97,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-97,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-97,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-97,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-97,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-97,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-97,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-97,-97,-58
-9,9,19,0,-14,14,-29,-58,-97,-107,-97,-68
-9,9,19,0,-14,14,-29,-58,-97,-107,-97,-68
-9,9,19,0,-14,14,-29,-58,-97,-107,-97,-68
-9,9,19,0,-14,14,-29,-58,-97,-107,-97,-68
0,19,19,-9,-9,19,-29,-58,-97,-107,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-107,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-107,-97,-58
0,19,19,-9,-9,19,-29,-58,-97,-107,-97,-58
9,29,19,-19,-4,24,-29,-58,-107,-107,-97,-68
9,29,19,-19,-4,24,-29,-58,-107,-107,-97,-68
9,29,19,-19,-4,24,-29,-58,-107,-107,-97,-68
9,29,19,-19,-4,24,-29,-58,-107,-107,-97,-68
0,19,19,-9,-9,19,-29,-58,-97,-107,-97,-68
0,19,19,-9,-9,19,-29,-58,-97,-107,-97,-68
0,19,19,-9,-9,19,-29,-58,-97,-107,-97,-68
0,19,19,-9,-9,19,-29,-58,-97,-107,-97,-68
-9,14,24,-2,-17,19,-19,-48,-97,-97,-87,-58
-9,9,19,0,-14,14,-19,-48,-97,-97,-87,-58
-9,4,14,2,-12,9,-19,-48,-97,-97,-87,-58
-9,0,9,4,-9,4,-19,-48,-97,-97,-87,-58
-9,9,19,0,-14,14,-29,-48,-97,-107,-97,-58
-9,9,19,0,-14,14,-29,-48,-97,-107,-97,-58
-9,9,19,0,-14,14,-29,-48,-97,-107,-97,-58
-9,9,19,0,-14,14,-29,-48,-97,-107,-97,-58
0,19,19,-9,-9,19,-29,-58,-107,-97,-97,-68
0,19,19,-9,-9,19,-29,-58,-107,-97,-97,-68
0,19,19,-9,-9,19,-29,-58,-107,-97,-97,-68
0,19,19,-9,-9,19,-29,-58,-107,-97,-97,-68
0,9,9,-4,-4,9,-29,-48,-107,-107,-97,-68
0,9,9,-4,-4,9,-29,-48,-107,-107,-97,-68
0,9,9,-4,-4,9,-29,-48,-107,-107,-97,-68
0,9,9,-4,-4,9,-29,-48,-107,-107,-97,-68
0,0,0,0,0,0,-39,-48,-107,-107,-97,-68
0,0,0,0,0,0,-39,-48,-107,-107,-97,-68
0,0,0,0,0,0,-39,-48,-107,-107,-97,-68
0,0,0,0,0,0,-39,-48,-107,-107,-97,-68
0,14,14,-7,-7,14,-39,-58,-107,-117,-97,-68
0,19,19,-9,-9,19,-39,-58,-107,-117,-97,-68
0,24,24,-12,-12,24,-39,-58,-107,-117,-97,-68
0,29,29,-14,-14,29,-39,-58,-107,-117,-97,-68
14,19,4,-17,4,12,-29,-58,-107,-107,-87,-63
19,19,0,-19,9,9,-29,-58,-107,-107,-87,-58
24,19,-4,-21,14,7,-29,-58,-107,-107,-87,-53
29,19,-9,-24,19,4,-29,-58,-107,-107,-87,-48
29,14,-14,-21,21,0,-29,-48,-97,-97,-87,-58
29,9,-19,-19,24,-4,-29,-48,-97,-97,-87,-58
29,4,-24,-17,26,-9,-29,-48,-97,-97,-87,-58
29,0,-29,-14,29,-14,-29,-48,-97,-97,-87,-58
14,9,-4,-12,9,2,-39,-48,-107,-102,-92,-68
9,9,0,-9,4,4,-39,-48,-107,-107,-97,-68
4,9,4,-7,0,7,-39,-48,-107,-112,-102,-68
0,9,9,-4,-4,9,-39,-48,-107,-117,-107,-68
14,14,0,-14,7,7,-39,-58,-117,-117,-107,-73
19,19,0,-19,9,9,-39,-58,-117,-117,-107,-78
24,24,0,-24,12,12,-39,-58,-117,-117,-107,-82
29,29,0,-29,14,14,-39,-58,-117,-117,-107,-87
19,29,9,-24,4,19,-29,-48,-107,-112,-97,-73
19,29,9,-24,4,19,-29,-48,-107,-107,-97,-68
19,29,9,-24,4,19,-29,-48,-107,-102,-97,-63
19,29,9,-24,4,19,-29,-48,-107,-97,-97,-58
19,24,4,-21,7,14,-29,-48,-107,-107,-97,-58
19,19,0,-19,9,9,-29,-48,-107,-107,-97,-58
19,14,-4,-17,12,4,-29,-48,-107,-107,-97,-58
19,9,-9,-14,14,0,-29,-48,-107,-107,-97,-58
9,0,-9,-4,9,-4,-29,-43,-102,-97,-92,-48
9,0,-9,-4,9,-4,-29,-39,-97,-97,-87,-48
9,0,-9,-4,9,-4,-29,-34,-92,-97,-82,-48
9,0,-9,-4,9,-4,-29,-29,-87,-97,-78,-48
0,0,0,0,0,0,-39,-34,-92,-107,-82,-53
0,0,0,0,0,0,-39,-39,-97,-107,-87,-58
0,0,0,0,0,0,-39,-43,-102,-107,-92,-63
0,0,0,0,0,0,-39,-48,-107,-107,-97,-68
-9,-9,0,9,-4,-4,-29,-39,-107,-107,-97,-68
-9,-9,0,9,-4,-4,-29,-39,-107,-107,-97,-68
-24,-9,14,17,-19,2,-29,-39,-107,-107,-97,-68
-24,-4,19,14,-21,7,-29,-39,-107,-107,-102,-68
-9,4,14,2,-12,9,-29,-39,-107,-107,-102,-58
-9,4,14,2,-12,9,-29,-39,-107,-107,-102,-58
-9,0,9,4,-9,4,-29,-39,-107,-107,-102,-58
-4,0,4,2,-4,2,-29,-39,-107,-107,-102,-58
0,14,14,-7,-7,14,-29,-48,-107,-107,-102,-58
4,14,9,-9,-2,12,-29,-48,-107,-107,-102,-58
4,14,9,-9,-2,12,-29,-48,-107,-102,-97,-53
9,14,4,-12,2,9,-29,-48,-107,-102,-97,-53
-9,14,24,-2,-17,19,-29,-39,-97,-92,-87,-53
-9,9,19,0,-14,14,-29,-39,-97,-92,-87,-53
-4,9,14,-2,-9,12,-29,-39,-97,-92,-87,-53
-4,14,19,-4,-12,17,-29,-39,-97,-102,-87,-58
-4,4,9,0,-7,7,-34,-48,-107,-112,-97,-58
-4,4,9,0,-7,7,-39,-48,-107,-112,-97,-58
0,4,4,-2,-2,4,-43,-48,-107,-112,-97,-58
4,4,0,-4,2,2,-48,-48,-107,-112,-97,-58
14,4,-9,-9,12,-2,-39,-48,-107,-112,-102,-68
9,0,-9,-4,9,-4,-39,-48,-102,-112,-102,-63
9,0,-9,-4,9,-4,-39,-48,-102,-112,-102,-63
9,4,-4,-7,7,0,-39,-48,-102,-112,-102,-63
0,14,14,-7,-7,14,-39,-48,-102,-102,-102,-53
0,14,14,-7,-7,14,-39,-48,-102,-102,-102,-53
0,14,14,-7,-7,14,-39,-48,-107,-102,-102,-58
0,14,14,-7,-7,14,-39,-48,-107,-102,-102,-58
9,9,0,-9,4,4,-39,-39,-107,-97,-87,-58
9,9,0,-9,4,4,-39,-39,-102,-97,-87,-53
19,9,-9,-14,14,0,-39,-39,-102,-97,-87,-53
19,4,-14,-12,17,-4,-39,-39,-102,-97,-87,-53
14,4,-9,-9,12,-2,-29,-39,-87,-92,-87,-48
14,9,-4,-12,9,2,-24,-34,-82,-82,-78,-39
19,29,9,-24,4,19,-24,-34,-78,-82,-73,-39
24,39,14,-31,4,26,-24,-24,-73,-73,-73,-39
14,48,34,-31,-9,41,-29,-19,-78,-73,-73,-43
14,53,39,-34,-12,46,-29,-14,-73,-68,-68,-43
14,63,48,-39,-17,56,-29,-14,-68,-68,-68,-39
19,78,58,-48,-19,68,-29,-14,-63,-58,-68,-39
9,78,68,-43,-29,73,-24,4,-43,-58,-58,-34
9,73,63,-41,-26,68,-9,4,-39,-58,-53,-34
9,68,58,-39,-24,63,-4,4,-39,-58,-53,-34
9,68,58,-39,-24,63,0,4,-39,-53,-53,-34
9,82,73,-46,-31,78,-9,0,-48,-63,-63,-39
9,82,73,-46,-31,78,-9,0,-48,-53,-58,-34
9,87,78,-48,-34,82,-14,0,-43,-53,-48,-24
19,92,73,-56,-26,82,-24,-4,-43,-53,-48,-24
29,97,68,-63,-19,82,-19,-14,-34,-43,-43,-14
29,102,73,-65,-21,87,-39,-24,-39,-43,-43,-14
29,112,82,-70,-26,97,-48,-34,-39,-43,-43,-14
39,112,73,-75,-17,92,-73,-39,-39,-43,-34,-9
43,122,78,-82,-17,100,-92,-53,-39,-43,-34,-4
48,126,78,-87,-14,102,-97,-53,-39,-48,-34,-4
53,126,73,-90,-9,100,-107,-68,-53,-48,-39,-4
58,126,68,-92,-4,97,-122,-73,-63,-53,-39,-4
58,126,68,-92,-4,97,-122,-82,-68,-63,-39,-4
53,126,73,-90,-9,100,-122,-87,-78,-68,-48,-9
48,126,78,-87,-14,102,-126,-92,-92,-78,-58,-14
48,126,78,-87,-14,102,-131,-102,-102,-82,-58,-14
73,117,43,-95,14,80,-141,-107,-97,-78,-58,-9
82,112,29,-97,26,70,-146,-112,-107,-82,-58,-9
87,112,24,-100,31,68,-146,-112,-107,-87,-53,-4
92,122,29,-107,31,75,-146,-112,-107,-87,-48,4
92,107,14,-100,39,61,-146,-97,-107,-78,-48,9
87,97,9,-92,39,53,-136,-87,-97,-73,-39,14
68,92,24,-80,21,58,-122,-82,-92,-68,-39,19
58,87,29,-73,14,58,-112,-73,-92,-63,-39,19
43,87,43,-65,0,65,-112,-82,-97,-73,-48,14
34,82,48,-58,-7,65,-92,-78,-97,-73,-48,4
24,68,43,-46,-9,56,-92,-78,-97,-78,-53,0
19,63,43,-41,-12,53,-87,-73,-97,-78,-53,-19
29,53,24,-41,2,39,-73,-63,-107,-87,-63,-19
19,43,24,-31,-2,34,-68,-63,-107,-87,-68,-19
9,19,9,-14,0,14,-58,-63,-107,-92,-73,-19
9,4,-4,-7,7,0,-53,-68,-112,-102,-82,-29
9,9,0,-9,4,4,-63,-68,-117,-107,-92,-34
9,0,-9,-4,9,-4,-63,-68,-117,-107,-97,-43
0,-9,-9,4,4,-9,-53,-63,-117,-112,-102,-48
-14,-14,0,14,-7,-7,-48,-58,-117,-112,-107,-63
-9,-24,-14,17,2,-19,-43,-48,-112,-102,-97,-63
-14,-39,-24,26,4,-31,-39,-43,-112,-112,-102,-68
-14,-43,-29,29,7,-36,-29,-39,-112,-117,-112,-82
-19,-48,-29,34,4,-39,-9,-29,-107,-122,-126,-87
-29,-39,-9,34,-9,-24,29,14,-97,-131,-146,-126
-58,-39,19,48,-39,-9,68,58,-78,-131,-175,-151
-92,-39,53,65,-73,7,107,112,-39,-131,-200,-190
-92,-19,73,56,-82,26,151,165,19,-107,-195,-204
-87,4,92,41,-90,48,156,204,63,-78,-185,-204
-97,19,117,39,-107,68,146,224,87,-53,-161,-185
-78,39,117,19,-97,78,126,253,131,4,-107,-136
0,39,39,-19,-19,39,126,307,200,97,-4,-43
87,39,-48,-63,68,-4,112,336,253,185,107,48
156,58,-97,-107,126,-19,63,326,273,268,234,161
224,97,-126,-161,175,-14,4,322,302,366,390,322
312,151,-161,-231,236,-4,-82,278,366,512,590,517
409,219,-190,-314,300,14,-180,214,424,663,805,727
561,302,-258,-431,409,21,-287,146,492,824,1034,927
727,385,-341,-556,534,21,-380,92,527,976,1244,1132
844,429,-414,-636,629,7,-473,4,546,1098,1439,1312
956,492,-463,-724,710,14,-575,-122,546,1224,1634,1493
1083,551,-531,-817,807,9,-678,-263,488,1307,1800,1664
1156,512,-644,-834,900,-65,-727,-370,390,1332,1893,1732
1185,424,-761,-805,973,-168,-727,-453,326,1346,1942,1751
1171,366,-805,-768,988,-219,-717,-546,312,1371,1976,1766
1078,356,-722,-717,900,-183,-692,-658,258,1317,1922,1727
868,351,-517,-610,692,-82,-624,-756,180,1190,1756,1586
639,331,-307,-485,473,12,-531,-795,136,1039,1507,1381
444,312,-131,-378,287,90,-444,-824,39,810,1180,1102
297,273,-24,-285,161,124,-385,-854,-97,536,834,814
136,200,63,-168,36,131,-307,-829,-234,258,483,517
-29,102,131,-36,-80,117,-204,-775,-351,-14,141,229
-126,0,126,63,-126,63,-117,-702,-429,-224,-112,34
-156,-58,97,107,-126,19,-78,-644,-453,-322,-209,-53
-156,-78,78,117,-117,0,-68,-585,-429,-331,-234,-92
-126,-78,48,102,-87,-14,-48,-512,-400,-307,-219,-92
-92,-82,9,87,-51,-36,-53,-439,-356,-268,-185,-82
-92,-78,14,85,-53,-31,-48,-370,-302,-224,-161,-73
-92,-63,29,78,-61,-17,-29,-287,-244,-170,-126,-63
-78,-24,53,51,-65,14,-4,-209,-175,-117,-87,-48
-43,-19,24,31,-34,2,-14,-175,-151,-92,-63,-29
-34,-43,-9,39,-12,-26,-29,-151,-146,-82,-53,-9
-29,-53,-24,41,-2,-39,-39,-131,-117,-78,-48,-14
-19,-58,-39,39,9,-48,-39,-112,-112,-68,-58,-14
-14,-53,-39,34,12,-46,-39,-87,-107,-73,-68,-24
-9,-34,-24,21,7,-29,-34,-63,-102,-73,-68,-29
-14,-24,-9,19,-2,-17,-34,-53,-92,-73,-82,-48
-43,-34,9,39,-26,-12,-29,-34,-92,-68,-78,-43
-34,-24,9,29,-21,-7,-14,-14,-78,-63,-68,-43
-24,-19,4,21,-14,-7,-9,-9,-78,-78,-82,-53
-19,-19,0,19,-9,-9,-4,-4,-78,-78,-97,-63
-24,-29,-4,26,-9,-17,-4,-9,-78,-82,-102,-73
-19,-43,-24,31,2,-34,0,-9,-82,-82,-102,-82
-19,-34,-14,26,-2,-24,-4,0,-92,-87,-117,-97
-19,-29,-9,24,-4,-19,-4,0,-92,-92,-117,-97
-24,-29,-4,26,-9,-17,-4,4,-87,-97,-122,-102
-24,-24,0,24,-12,-12,-4,4,-87,-102,-122,-102
-24,-24,0,24,-12,-12,-4,4,-78,-97,-122,-97
-24,-24,0,24,-12,-12,-4,9,-78,-102,-117,-92
-29,-29,0,29,-14,-14,-4,19,-78,-97,-112,-92
-34,-34,0,34,-17,-17,-4,29,-78,-92,-107,-87
-34,-48,-14,41,-9,-31,-4,19,-78,-87,-102,-78
-39,-53,-14,46,-12,-34,-4,24,-68,-82,-102,-73
-39,-53,-14,46,-12,-34,-4,24,-68,-82,-102,-68
-39,-58,-19,48,-9,-39,-4,24,-73,-87,-102,-68
-29,-53,-24,41,-2,-39,-9,19,-73,-87,-117,-73
-29,-48,-19,39,-4,-34,-9,19,-73,-87,-117,-78
-29,-43,-14,36,-7,-29,0,24,-68,-82,-112,-78
-24,-39,-14,31,-4,-26,0,24,-68,-82,-112,-82
-34,-48,-14,41,-9,-31,9,24,-68,-92,-122,-97
-34,-48,-14,41,-9,-31,9,29,-68,-92,-122,-97
-34,-48,-14,41,-9,-31,9,29,-63,-92,-117,-92
-34,-48,-14,41,-9,-31,14,29,-63,-92,-117,-92
-24,-48,-24,36,0,-36,4,39,-68,-82,-107,-87
-24,-48,-24,36,0,-36,0,39,-68,-82,-107,-82
-24,-48,-24,36,0,-36,0,43,-68,-82,-107,-78
-29,-48,-19,39,-4,-34,4,43,-68,-82,-107,-73
-19,-48,-29,34,4,-39,4,48,-58,-78,-102,-68
-19,-58,-39,39,9,-48,4,48,-53,-78,-97,-63
-19,-58,-39,39,9,-48,4,53,-53,-73,-92,-58
-14,-53,-39,34,12,-46,4,53,-53,-73,-87,-53
-24,-48,-24,36,0,-36,4,53,-63,-82,-92,-68
-24,-48,-24,36,0,-36,0,48,-63,-82,-97,-73
-29,-53,-24,41,-2,-39,-4,43,-63,-82,-102,-78
-29,-53,-24,41,-2,-39,-9,39,-63,-78,-107,-82
-19,-39,-19,29,0,-29,-4,53,-53,-87,-117,-92
-19,-39,-19,29,0,-29,4,53,-53,-87,-117,-92
-19,-39,-19,29,0,-29,9,53,-53,-87,-112,-92
-19,-29,-9,24,-4,-19,14,53,-48,-87,-112,-92
-14,-14,0,14,-7,-7,24,63,-39,-78,-97,-82
-9,-14,-4,12,-2,-9,24,73,-34,-68,-92,-78
0,-24,-24,12,12,-24,29,73,-34,-63,-92,-78
4,-24,-29,9,17,-26,29,73,-34,-63,-92,-78
4,-34,-39,14,21,-36,34,78,-29,-58,-82,-68
0,-39,-39,19,19,-39,34,78,-29,-58,-82,-68
-4,-39,-34,21,14,-36,39,78,-24,-53,-78,-63
-9,-29,-19,19,4,-24,39,78,-24,-48,-78,-63
-9,-34,-24,21,7,-29,34,87,-29,-48,-78,-58
-9,-39,-29,24,9,-34,29,87,-29,-48,-82,-58
-4,-43,-39,24,17,-41,24,87,-29,-48,-82,-58
-4,-48,-43,26,19,-46,19,92,-24,-48,-78,-58
-4,-43,-39,24,17,-41,14,87,-24,-58,-87,-63
-4,-43,-39,24,17,-41,14,92,-19,-58,-87,-68
-4,-43,-39,24,17,-41,14,92,-19,-53,-92,-68
-4,-43,-39,24,17,-41,14,92,-19,-48,-92,-73
